Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Coverage,Features,EchoLink,Notes,Links,Downlink Tone,Affiliate,Nets,Web links,Grid,IRLP,AllStar,Commands,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,English,TAC 310,Location Photo,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,string,174.4,W,string,145.43,144.83,88.5,Carbon,Unknown,undefined,UVHFS,string,undefined,Price.,5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.025,-5,string,N7EMA,Cheyenne,WY,OPEN,string,178.8,NE,string,447.025,442.025,string,Laramie,Unknown,undefined,WRCG,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,string,178.8,NE,string,146.775,146.175,114.8,Laramie,undefined,Shy-Wy Amateur Radio Club,WRCG,string,On-Air,undefined,"E-power, WX.",undefined,undefined,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",undefined,undefined,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,string,179.4,NE,string,449.9,444.9,100,Laramie,undefined,N7JJY,undefined,string,On-Air,From 5 miles to 25 miles,undefined,undefined,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,undefined,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,string,179.4,NE,string,147.105,147.705,114.8,Laramie,undefined,undefined,WRCG,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,string,179.4,NE,string,145.235,144.635,114.8,Laramie,undefined,N7GT,WRCG,string,On-Air,Local: Cheyenne.,undefined,undefined,25,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,string,179.4,NE,string,448.95,443.95,151.4,Laramie,undefined,undefined,WRCG,string,On-Air,Local,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147,0.6,string,NE0Z,"Pueblo, CSU",CO,PRIVATE,string,179.5,SE,string,147,147.6,undefined,Pueblo,undefined,Carl Higbee,CCARC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,string,179.7,SE,string,224.26,222.66,88.5,Pueblo,undefined,Pueblo Ham Club,CCARC,string,Off-Air,Wide area.,E-power.,undefined,undefined,undefined,CSQ,undefined,undefined,PHC repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,string,179.7,SE,string,146.79,146.19,88.5,Pueblo,undefined,Pueblo HC,CCARC,string,On-Air,Wide area.,E-power.,undefined,undefined,undefined,CSQ,undefined,undefined,Pueblo Ham Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,string,179.7,SE,string,447.95,442.95,88.5,Pueblo,undefined,Pueblo Ham Club,CCARC,string,On-Air,Wide area.,E-power.,undefined,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,undefined,undefined,undefined,undefined,Pueblo Ham Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,string,181,WNW,string,147.34,147.94,136.5,Uintah,undefined,Borderline Amateur Radio Club,UVHFS,string,On-Air,Wide area.,undefined,undefined,9,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",undefined,Roosevelt Junior High School Amateur Radio Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,181.8,SE,string,449.725,444.725,100,El Paso,undefined,N0PWZ,CCARC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3043,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,string,181.8,SE,string,146.655,146.055,123,Pueblo,undefined,K0ST,CCARC,string,On-Air,undefined,undefined,undefined,undefined,undefined,CSQ,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,string,181.8,SE,string,145.115,144.515,88.5,Pueblo,undefined,Pueblo Ham Club,CCARC,string,Off-Air,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,181.8,SE,string,447.7,442.7,210.7,Pueblo,undefined,undefined,CCARC,string,Off-Air,undefined,undefined,undefined,undefined,undefined,210.7,undefined,undefined,undefined,undefined,7389,29228,undefined,string,number,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,string,181.8,SE,string,146.88,146.28,88.5,Pueblo,undefined,Pueblo HC,CCARC,string,On-Air,Wide area.,E-power.,undefined,undefined,undefined,CSQ,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,string,182,S,string,147.06,147.66,100,San Juan,undefined,undefined,NMFCC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,string,182.6,SE,string,446.9875,441.9875,string,Pueblo,undefined,undefined,CCARC,string,Off-Air,undefined,undefined,undefined,undefined,Full-time to the  Colorado TRBO System .,undefined,RMHAM,undefined,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,string,6,string,undefined,undefined,undefined,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,string,182.6,SE,string,447.275,442.275,100,Pueblo,undefined,undefined,CCARC,string,On-Air,undefined,undefined,undefined,"Moved to Pueblo.  Now called ""Pueblo Metro""",Full-time to the  The Fun Machine System .,100,The Fun Machine,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,string,182.6,SE,string,147.24,147.84,103.5,Pueblo,undefined,TARA,CCARC,string,Off-Air,Pueblo and Fremont Counties,undefined,undefined,undefined,undefined,CSQ,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,184.1,W,string,145.31,144.71,88.5,Carbon,undefined,Sinbad Desert ARC,UVHFS,string,On-Air,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,"Closed autopatch, remote base.",undefined,9,undefined,undefined,undefined,undefined,http://sdarc.us/repeaters/ford.html,undefined,3270,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,string,184.7,S,string,145.43,144.83,136.5,Rio Arriba,undefined,SJC EMCOMM,NMFCC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,185.1,E,string,449.3,444.3,131.8,Laramie,undefined,WU7G,undefined,string,On-Air,undefined,undefined,140284,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,string,185.5,ESE,string,147.105,147.705,107.2,Elbert,undefined,ARES of Douglas and Elbert Counties,CCARC,string,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,undefined,undefined,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,Colorado Repeater Association,undefined,http://www.w0cra.org/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
144.635,0.6,100,KF7ELU,"Mountain View, Hickey Mtn",WY,OPEN,string,188.3,NW,string,144.635,145.235,100,Uinta,undefined,undefined,undefined,string,On-Air,I-80,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1299.25,-20,string,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,string,190.6,W,string,1299.25,1279.25,undefined,Washington,undefined,undefined,UVHFS,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,string,191.2,SSE,string,147.08,147.68,162.2,Rio Arriba,undefined,SFARC,NMFCC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,string,191.6,S,string,447.45,442.45,107.2,San Juan,undefined,KB5ITS,NMFCC,string,On-Air,undefined,"E-power, remote base.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,string,191.6,S,string,147.36,147.96,100,San Juan,undefined,undefined,NMFCC,string,On-Air,undefined,undefined,undefined,undefined,Full-time to the  San Juan Connection System .,undefined,undefined,undefined,http://www.sjcham.com,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,string,191.6,S,string,146.74,146.14,100,San Juan,undefined,Totah ARC,NMFCC,string,On-Air,undefined,"Closed autopatch, e-power.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,string,191.7,S,string,442.25,447.25,string,San Juan,undefined,undefined,NMFCC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.aztrbonet.com/MinimalNetwatch,undefined,undefined,undefined,undefined,string,1,string,undefined,undefined,undefined,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2,undefined,1,2,undefined,undefined,undefined,undefined,undefined,2,2
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,string,191.7,S,string,146.88,146.28,100,San Juan,undefined,undefined,NMFCC,string,On-Air,undefined,undefined,undefined,undefined,Full-time to the  San Juan Connection System .,undefined,undefined,undefined,http://www.sjcham.com,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,string,193.3,WNW,string,147.38,147.98,100,Duchesne,undefined,undefined,UVHFS,string,On-Air,Wide area.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,string,194.1,W,string,447.625,442.625,100,Emery,undefined,San Rafael Cactus Assoc,UVHFS,string,On-Air,Wide area.,undefined,undefined,undefined,undefined,undefined,Cactus-Intertie,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,194.1,W,string,147.06,147.66,88.5,Emery,undefined,Sinbad Desert ARC,UVHFS,string,On-Air,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.","Closed autopatch, remote base.",64264,8,Full-time to the  Sinbad Desert (SDARC) System .,undefined,undefined,undefined,http://sdarc.us/repeaters/horn.html,DM49kf,3270,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,string,194.1,W,string,223.92,222.32,88.5,Emery,Unknown,undefined,UVHFS,string,undefined,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.","Remote base, 8,702'.",undefined,undefined,undefined,undefined,Sinbad Desert ARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,string,194.1,W,string,447.7,442.7,123,Emery,Unknown,undefined,UVHFS,string,undefined,Wide area.,"Closed autopatch, 8,702'.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,194.3,W,string,147.08,147.68,88.5,Carbon,undefined,Sinbad Desert ARC,UVHFS,string,On-Air,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,"Closed autopatch, remote base.",64264,9,Full-time to the  Sinbad Desert (SDARC) System .,undefined,undefined,undefined,http://sdarc.us/repeaters/boardinghouse.html,undefined,3270,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1291.1,-20,string,KF5VBE,Aztec,NM,CLOSED,string,194.4,S,string,1291.1,1271.1,undefined,Bernalillo,undefined,San Juan County,NMFCC,string,On-Air,undefined,DV only,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
